X,Y,OBJECTID,GIS_ID,NAME,WEB_URL,ADDRESS,LINE,TRAININFO_URL
-77.053717971830821,38.869470480371817,60,mstn_25,Pentagon,https://www.wmata.com/rider-guide/stations/pentagon.cfm,"2 SOUTH ROTARY ROAD, ARLINGTON, VA","blue, yellow",https://www.wmata.com/js/nexttrain/nexttrain.html#C07|Pentagon
-77.050292106336087,38.85791209734677,61,mstn_26,Crystal City,https://www.wmata.com/rider-guide/stations/crystal-city.cfm,"1750 SOUTH CLARK ST., ARLINGTON, VA","blue, yellow",https://www.wmata.com/js/nexttrain/nexttrain.html#C09|Crystal City
-77.005087935056608,38.876488867248575,62,mstn_27,Navy Yard - Ballpark,https://www.wmata.com/rider-guide/stations/navy-yard.cfm,"200 M STREET SE, WASHINGTON, DC",green,https://www.wmata.com/js/nexttrain/nexttrain.html#F05|Navy Yard-Ballpark
-77.033636466218013,38.901340583177877,63,mstn_28,McPherson Sq,https://www.wmata.com/rider-guide/stations/mcpherson-sq.cfm,"1400 I STREET NW, WASHINGTON, DC","blue, orange, silver",https://www.wmata.com/js/nexttrain/nexttrain.html#C02|McPherson Square
-77.021913991970223,38.913484660340821,64,mstn_29,Shaw-Howard Univ,https://www.wmata.com/rider-guide/stations/shaw-howard.cfm,"1701 8TH STREET NW, WASHINGTON, DC","green, yellow",https://www.wmata.com/js/nexttrain/nexttrain.html#E02|Shaw-Howard%20U
-76.975056411055519,38.841093556642228,65,mstn_30,Southern Ave,https://www.wmata.com/rider-guide/stations/southern-ave.cfm,"1411 SOUTHERN AVENUE, TEMPLE HILLS, MD",green,https://www.wmata.com/js/nexttrain/nexttrain.html#F08|Southern%20Avenue
-76.911059835750834,39.011153673496459,66,mstn_31,Greenbelt,https://www.wmata.com/rider-guide/stations/greenbelt.cfm,"5717 GREENBELT METRO DRIVE, GREENBELT, MD","green, yellow",https://www.wmata.com/js/nexttrain/nexttrain.html#E10|Greenbelt
-77.079589636844076,38.94885922929322,67,mstn_32,Tenleytown-AU,https://www.wmata.com/rider-guide/stations/tenleytown.cfm,"4501 WISCONSIN AVENUE NW, WASHINGTON, DC",red,https://www.wmata.com/js/nexttrain/nexttrain.html#A07|Tenleytown-AU
-77.189097165042867,38.900788331397628,68,mstn_33,West Falls Church VT/UVA,https://www.wmata.com/rider-guide/stations/w-falls-church.cfm,"7040 HAYCOCK ROAD, FALLS CHURCH, VA",orange,https://www.wmata.com/js/nexttrain/nexttrain.html#K06|West%20Falls%20Church-VT/UVA
-77.227163025347608,38.883632911435264,69,mstn_34,Dunn Loring Merrifield,https://www.wmata.com/rider-guide/stations/dunn-loring.cfm,"2700 GALLOWS ROAD, VIENNA, VA",orange,https://www.wmata.com/js/nexttrain/nexttrain.html#K07|Dunn Loring-Merrifield
-77.272624623927001,38.877608896416248,70,mstn_35,Vienna Fairfax-GMU,https://www.wmata.com/rider-guide/stations/vienna.cfm,"2900 NUTLEY ST., FAIRFAX, VA",orange,https://www.wmata.com/js/nexttrain/nexttrain.html#K08|Vienna/Fairfax-GMU
-77.084998118687963,38.95949166976218,71,mstn_36,Friendship Heights,https://www.wmata.com/rider-guide/stations/friendship-hghts.cfm,"5337 WISCONSIN AVENUE NW, WASHINGTON, DC",red,https://www.wmata.com/js/nexttrain/nexttrain.html#A08|Friendship Heights
-77.164629682746408,39.11993515030295,72,mstn_37,Shady Grove,https://www.wmata.com/rider-guide/stations/shady-grove.cfm,"15903 SOMERVILLE DRIVE, DERWOOD, MD",red,https://www.wmata.com/js/nexttrain/nexttrain.html#A15|Shady%20Grove
-77.146127679677377,39.084329426435602,73,mstn_38,Rockville,https://www.wmata.com/rider-guide/stations/rockville.cfm,"251 HUNGERFORD DRIVE, ROCKVILLE, MD",red,https://www.wmata.com/js/nexttrain/nexttrain.html#A14|Rockville
-77.120820282922963,39.062475467145603,74,mstn_39,Twinbrook,https://www.wmata.com/rider-guide/stations/twinbrook.cfm,"1600 CHAPMAN AVENUE, ROCKVILLE, MD",red,https://www.wmata.com/js/nexttrain/nexttrain.html#A13|Twinbrook
-77.112832186816718,39.048159170195724,75,mstn_40,White Flint,https://www.wmata.com/rider-guide/stations/white-flint.cfm,"5500 MARINELLI ROAD, ROCKVILLE, MD",red,https://www.wmata.com/js/nexttrain/nexttrain.html#A12|White%20Flint
-77.103852043830386,39.02927675944003,76,mstn_41,Grosvenor-Strathmore,https://www.wmata.com/rider-guide/stations/grosvenor.cfm,"10300 ROCKVILLE PIKE, BETHESDA, MD",red,https://www.wmata.com/js/nexttrain/nexttrain.html#A11|Grosvenor-Strathmore
-77.096954610411402,39.00006428814779,77,mstn_42,Medical Center,https://www.wmata.com/rider-guide/stations/medical-center.cfm,"8810 ROCKVILLE PIKE, BETHESDA, MD",red,https://www.wmata.com/js/nexttrain/nexttrain.html#A10|Medical Center
-77.094131510250492,38.984401461151435,78,mstn_43,Bethesda,https://www.wmata.com/rider-guide/stations/bethesda.cfm,"7450 WISCONSIN AVENUE, BETHESDA, MD",red,https://www.wmata.com/js/nexttrain/nexttrain.html#A09|Bethesda
-77.050280038297259,38.90070579476852,79,mstn_44,Foggy Bottom GWU,https://www.wmata.com/rider-guide/stations/foggy-bottom.cfm,"2301 I STREET NW, WASHINGTON, DC","blue, orange, silver",https://www.wmata.com/js/nexttrain/nexttrain.html#C04|Foggy Bottom-GWU
-77.087133541117311,38.890183313262327,80,mstn_45,Court House,https://www.wmata.com/rider-guide/stations/court-house.cfm,"2100 WILSON BLVD, ARLINGTON, VA","orange, silver",https://www.wmata.com/js/nexttrain/nexttrain.html#K01|Court House
-77.095396410781134,38.886712620109968,81,mstn_46,Clarendon,https://www.wmata.com/rider-guide/stations/clarendon.cfm,"3100 WILSON BLVD, ARLINGTON, VA","orange, silver",https://www.wmata.com/js/nexttrain/nexttrain.html#K02|Clarendon
-77.156885351505224,38.885960944956501,82,mstn_47,East Falls Church,https://www.wmata.com/rider-guide/stations/e-falls-church.cfm,"2001 N. SYCAMORE ST., ARLINGTON, VA","orange, silver",https://www.wmata.com/js/nexttrain/nexttrain.html#K05|East Falls Church
-77.102979608792126,38.883373931882161,83,mstn_48,Virginia Square-GMU,https://www.wmata.com/rider-guide/stations/virginia-sq.cfm,"3600 FAIRFAX DRIVE, ARLINGTON, VA","orange, silver",https://www.wmata.com/js/nexttrain/nexttrain.html#K03|Virginia%20Square-GMU
-77.113171152736172,38.882190653269987,84,mstn_49,Ballston-MU,https://www.wmata.com/rider-guide/stations/ballston.cfm,"4230 FAIRFAX DRIVE, ARLINGTON, VA","orange, silver",https://www.wmata.com/js/nexttrain/nexttrain.html#K04|Ballston-MU
-77.040697711445233,38.901320680202893,85,mstn_50,Farragut West,https://www.wmata.com/rider-guide/stations/farragut-west.cfm,"900 18TH STREET NW, WASHINGTON, DC","blue, orange, silver",https://www.wmata.com/js/nexttrain/nexttrain.html#C03|Farragut West
-77.039703123343116,38.90320973270947,86,mstn_51,Farragut North,https://www.wmata.com/rider-guide/stations/farragut-north.cfm,"1001 CONNECTICUT AVENUE NW, WASHINGTON, DC",red,https://www.wmata.com/js/nexttrain/nexttrain.html#A02|Farragut North
-77.052420322193214,38.925092927477472,87,mstn_52,Woodley Park-Zoo Adams Morgan,https://www.wmata.com/rider-guide/stations/woodley-park.cfm,"2700 24TH STREET NW, WASHINGTON, DC",red,https://www.wmata.com/js/nexttrain/nexttrain.html#A04|Woodley%20Park-Zoo/Adams%20Morgan
-77.021910773530166,38.88484551131301,88,mstn_53,L'Enfant Plaza,https://www.wmata.com/rider-guide/stations/lenfant-plaza.cfm,"600 MARYLAND AVENUE SW, WASHINGTON, DC","grn, yllw, orange, blue, slvr","https://www.wmata.com/js/nexttrain/nexttrain.html#F03,D03|L'Enfant Plaza"
-77.028068525832225,38.888026485864579,89,mstn_54,Smithsonian,https://www.wmata.com/rider-guide/stations/smithsonian.cfm,"1200 INDEPENDENCE AVENUE SW, WASHINGTON, DC","blue, orange, silver",https://www.wmata.com/js/nexttrain/nexttrain.html#D02|Smithsonian
-77.059541221293529,38.861890164121235,90,mstn_55,Pentagon City,https://www.wmata.com/rider-guide/stations/pentagon-city.cfm,"1250 SOUTH HAYES ST., ARLINGTON, VA","blue, yellow",https://www.wmata.com/js/nexttrain/nexttrain.html#C08|Pentagon City
-77.028134290287142,38.893188656706485,91,mstn_56,Federal Triangle,https://www.wmata.com/rider-guide/stations/federal-triangle.cfm,"302 12TH STREET NW, WASHINGTON, DC","blue, orange, silver",https://www.wmata.com/js/nexttrain/nexttrain.html#D01|Federal Triangle
