,city,id,latitude,longitude,name,rating,type,zipcode
15,washington dc,14104731a2c11d7998a12e30cfd4f90b9f7b87e7,38.8904378,-76.9383247,Denny's,3.8,restaurant,20019.0
16,washington dc,e04fe6bbc646258d5d462632e65c67d4b0904947,38.8894094,-76.93667959999998,Yum's Carryout,2.9,restaurant,20019.0
17,washington dc,21fcd4fa77c61e49feab67de840a566c03313f51,38.891362,-76.935121,Dad's Crabs & Que,,restaurant,20019.0
18,washington dc,8385355959b34e233307acfae1919ab840064dc4,38.8991948,-76.93351750000002,SUBWAYå¨Restaurants,4.1,restaurant,20019.0
19,washington dc,50802e9d1288dc223338221e48ce188984eeeb85,38.9121476,-76.93361209999998,Cheng's Continental,4.0,restaurant,20743.0
20,washington dc,865831092edaccfc4821febd9872804f8278299b,38.9098103,-76.93568990000001,Mary's Place,4.1,restaurant,20019.0
21,washington dc,9538be82a854a05e4d3df7699d00cd365a26dbd9,38.9301728,-76.9311323,Burger Delite,4.0,restaurant,20781.0
22,washington dc,e84088f357925b058be4db0b82bf610cdb7668d0,38.9334467,-76.9379571,Bladensburg Waterfront Park,4.2,restaurant,20781.0
23,washington dc,a879dd156ed66c32d27afac020cf6cfdf6bbcb22,38.9322243,-76.93064559999998,Jamaica Gee's Resturant,4.4,restaurant,20784.0
24,washington dc,f47fc19edbd5036afee706e62aa43d6a33770b5d,38.939207,-76.934477,La Chiquita Restaurant 3,3.6,restaurant,20710.0
25,washington dc,ddcdbe951b73e46178aa326a97e246447873c4a7,38.9397289,-76.93373659999997,Checkers,3.3,restaurant,20710.0
26,washington dc,8a6bbc27fbe8081bbceb61fe04162aa3cd9ba744,38.9390934,-76.9346709,Caribbean Superior,4.1,restaurant,20710.0
27,washington dc,f5b3c64d50b63d03491f2ea812c261aa50ff6763,38.9402057,-76.9328454,E L Rodeo,,restaurant,20710.0
28,washington dc,2bf5346ffce8e5007c0089622d48da5445730efb,38.9390167,-76.9364828,Mango Cafe,3.9,restaurant,20710.0
29,washington dc,642b251214a983f409ff3cf11ef5edaf17dcce24,38.9390992,-76.93426640000001,Tina's Liquor & Deli,4.0,restaurant,20710.0
30,washington dc,042648994a11f618d7aaea9539f36a26b1da3bfe,38.93975820000001,-76.9359629,La Chocita Restaurant,3.8,restaurant,20710.0
31,washington dc,84601c79f3cc997b02307288c6ba230b7fa22ae8,38.9402301,-76.9333417,China City,4.2,restaurant,20710.0
32,washington dc,db54585c3d557e425ddf1f0ca34ef60c97003a36,38.9402149,-76.9329093,Rico Pollo & Steak,3.9,restaurant,20710.0
33,washington dc,09a9a287e08f49be23b18ddab9b9b96e7e64481d,38.9445792,-76.9312661,Three Brothers Italian Restaurant,4.4,restaurant,20710.0
34,washington dc,d8e7a5aa855429cba88a1ca359b0f043cbe879f6,38.9433816,-76.93254920000003,El Tapatio,3.4,restaurant,20710.0
35,washington dc,79b2bda834d7f2a98a3bb09affe7bac18fb5430a,38.9436626,-76.93219309999998,Super Chicken,3.7,restaurant,20710.0
36,washington dc,a4d64c8ba18d40ef067af78771456f535362da19,38.9434972,-76.932364,Jimmy's Carryout,4.2,restaurant,20710.0
37,washington dc,9c6065d069dafc99ea5818f68ab51616e5fb5ec5,38.9445792,-76.9312661,Beijing Palace Restaurant,4.3,restaurant,20710.0
38,washington dc,ed652c3f36c2d25fdd924291b8d97a8144bf0b75,38.944653,-76.931042,Italian Kitchen Ltd,,restaurant,20710.0
39,washington dc,99b31227cb82e34f448bd78343ddf39b9872ce09,38.949694,-76.9362407,La Fondita,4.0,restaurant,20781.0
40,washington dc,479f1b2416c348547bb10ffce5f5b949ab03ffeb,38.9464684,-76.92822240000002,Taco Rico,4.2,restaurant,20781.0
41,washington dc,3cb2e773aeb69a78988c4ee4889665ca40e18cb8,38.9550551,-76.94009870000002,Busboys and Poets,4.3,restaurant,20781.0
42,washington dc,8e0c984d44b247366dd078fbe827d84b0549830c,38.9557158,-76.93990229999999,Chipotle Mexican Grill,4.0,restaurant,20781.0
43,washington dc,755eb9af52fb7f804d8133c97701e71bed9e3114,38.9554229,-76.9393466,Spice 6 Modern Indian,4.4,restaurant,20781.0
44,washington dc,5b4b5555996fe6f9cf402115f380189f29f20ff3,38.9555583,-76.9399837,Tara Thai,3.4,restaurant,20781.0
45,washington dc,82c6368461f169ee0971dc90980199313f70669a,38.9554792,-76.93990579999998,Elevation Burger,4.1,restaurant,20781.0
46,washington dc,e5ebf18fbdaa430eda2cd2e7dc305d9730d9cc84,38.95260560000001,-76.9402679,Franklins,4.4,restaurant,20781.0
47,washington dc,fbcbaa0f5ebf6d19aed5b38f275a0c39f11c44d6,38.9540031,-76.9406584,Pike Rotisserie & Grill,4.0,restaurant,20781.0
48,washington dc,6ee1288862c98ad134ab2be659c41721f34c8ad1,38.962012,-76.93482,Dumm's Pizza & Subs,4.4,restaurant,20737.0
49,washington dc,b295a1f330a10a66426c680dcc16966488569f67,38.961298,-76.939868,Shagga Coffee & Restaurant,4.6,restaurant,20781.0
50,washington dc,5f8457110908fc451473cb47a0a3826b80b33f15,38.9570719,-76.94030490000002,Cafe Azul - Caracas de Ayer,4.6,restaurant,20781.0
51,washington dc,7a911d5634245fb99cd3609f73a8d59341080d02,38.9642276,-76.93951290000003,McDonald's,3.6,restaurant,20737.0
52,washington dc,44293390babb1e670b48a16d35d794300b70e044,38.963494,-76.93880290000001,Lesly's Grill,4.1,restaurant,20737.0
53,washington dc,ce4609ea98f2c488387e41a25399b1cb41caacbd,38.9617352,-76.93978759999997,El Comalito,3.9,restaurant,20737.0
54,washington dc,63d39b517b42a5577c227e9db65d2add7d1234ec,38.9617514,-76.9398357,La Chiquita Restaurant,,restaurant,20737.0
55,washington dc,e233c41eb241f058c9d4817661ed2d9427767904,38.979061,-76.938288,Applebee's,2.9,restaurant,20740.0
56,washington dc,53751e72f32ae9653d6d0f98863ace7fa37a6b62,38.9799193,-76.9376083,Kiyoko Express,3.3,restaurant,20740.0
57,washington dc,17049e2c228fc36887983f10088e7ebaef067fb7,38.977865,-76.937483,Paisano's Pizza,3.6,restaurant,20740.0
58,washington dc,d60e191b6553e8157ba0cfadc3204373a79a2351,38.9767316,-76.93840420000002,Iris Center,,restaurant,20782.0
59,washington dc,24cf92a15a4359d5c61b87adbac5f27405c7d882,38.9799193,-76.9376083,Simply Delicious,,restaurant,20740.0
60,washington dc,749dd5f363b1f7a37957fd9be46a20f147045da9,38.979923,-76.937709,Northwest Chinese Food,3.7,restaurant,20740.0
61,washington dc,b1b12789186e2bbf3174a92253470526dcc210d8,38.98087,-76.93895400000002,Jason's Deli,4.3,restaurant,20740.0
62,washington dc,80b190ee60c5eb2a0f390961f1fb2fe3b4799360,38.98066370000001,-76.9375734,Cornerstone Grill & Loft,4.1,restaurant,20740.0
63,washington dc,000873d0c3bd722ee6654b5d2bc99079a4bb6430,38.9801478,-76.9390714,Noodles and Company,4.0,restaurant,20740.0
64,washington dc,334179f004eb64677e15103d8df2cce092dc31c0,38.9805915,-76.93712509999997,The Original Ledo Restaurant,3.9,restaurant,20740.0
65,washington dc,1a694480c38b5946868ff246d628cd7ba3d78515,38.980357,-76.938975,Chipotle Mexican Grill,4.0,restaurant,20740.0
66,washington dc,64d53ccd050cb48a242de54c7cfbb3ff27a89526,38.981704,-76.938142,Potbelly Sandwich Shop,3.8,restaurant,20740.0
67,washington dc,dcf2758da383f620f7bd6ae4ff58f68577f18982,38.9799584,-76.9386978,Cold Stone Creamery,4.1,restaurant,20740.0
68,washington dc,d598b00b0763ea7ff0585bbcf44cb3a06881cd9a,38.981514,-76.937562,Cluck-U Chicken,3.5,restaurant,20740.0
69,washington dc,180b7241e3f04999ff25b7ec499068dfbdd62c4a,38.9810034,-76.9376429,Smoothie King,4.0,restaurant,20740.0
70,washington dc,32dc0073a5cfbf48deae0b5dc55c422a933a1f56,38.9804811,-76.9375566,RJ Bentley's Restaurant,3.1,restaurant,20740.0
71,washington dc,29d6fd3f75f2e995e6aa441f97285ca5d5f15fd4,38.979979,-76.937708,Pho Thom,4.3,restaurant,20740.0
72,washington dc,09fc83b50666a0753e7501d4006f85ce7602c699,38.981922,-76.9375365,Bagel Place of College Park,4.4,restaurant,20740.0
73,washington dc,3861e4947534aa2cc688abd6f6dc48c0fc146f8b,38.9800651,-76.9376129,Ivy Noodles,4.4,restaurant,20740.0
74,washington dc,2b238e7905bab1fc429b4f8250bc64d38faeafaf,38.981839,-76.93735600000002,Wasabi Bistro,3.4,restaurant,20740.0
75,washington dc,577511e391679c8e31d2fbdd28ee576bc19d0316,38.9815956,-76.9387777,Krazi Kebob,4.3,restaurant,20740.0
76,washington dc,5a768f82068ab4c8262016ec95d5a7ac99a92540,38.981603,-76.93865799999998,Marathon Deli,4.8,restaurant,20740.0
77,washington dc,b6c74768853428c4147dbdbef01b7d9692eddd02,38.98119310000001,-76.9376191,SUBWAYå¨Restaurants,3.5,restaurant,20740.0
78,washington dc,c74c836c196c6167f0a203a48e64a931144f9d5d,38.9816844,-76.9375517,Five Guys,4.3,restaurant,20740.0
79,washington dc,f1e9237b467962ea50ff79a10a3e250e37c8f403,38.98187,-76.937058,Aroy Thai Restaurant,4.1,restaurant,20740.0
80,washington dc,f02d8f31bb1d7a662a66d53d98cca96f898a225f,38.9815076,-76.93744029999998,Clucksters,5.0,restaurant,20740.0
81,washington dc,c0fbb0c8bc41a1426b6d6ca594540880684ba1b9,38.9817583,-76.938321,Pizza Kingdom,3.1,restaurant,20740.0
82,washington dc,cd03da572995d5404e468e58fb2c30843f65ae44,38.9811323,-76.9376008,Shanghai Cafe,3.5,restaurant,20740.0
83,washington dc,857b8a7adb1765f467e26cd42bb8f372866ec992,38.981844,-76.937561,Blaze Pizza,4.7,restaurant,20740.0
84,washington dc,88aef31be3ebcdf63471a691d8bc9793b7e6eaf5,38.9809867,-76.938102,Nando's PERi-PERi,4.1,restaurant,20740.0
85,washington dc,281be87081d02bf9ee904d70a7daa8ad44ab72bb,38.98104220000001,-76.9383743,Terrapin's Turf,3.7,restaurant,20740.0
86,washington dc,5f6544d020fd127a39f7f0fc19973512116c9f3c,38.9799755,-76.9388198,Panda Express,3.8,restaurant,20740.0
87,washington dc,ab979c91888e1ad6493ebaf69bc211642b24247e,38.9811611,-76.93815140000002,Fat PeteÛªs Barbeque,3.1,restaurant,20740.0
88,washington dc,02165d956cbfa1824b8a71e2282626e42bd66023,38.98120770000001,-76.9388135,Lotsa Stone Fired Pizza,1.0,restaurant,20740.0
89,washington dc,903aff0e38fcf514af3ca83f015da1f620048c0e,38.98159329999999,-76.9387728,Bread N Greens,4.6,restaurant,20740.0
90,washington dc,5357cff95bb8956ec82d783aad87e144f079f313,38.8660844,-76.94317559999998,Johnny Boy Carryout,4.2,restaurant,20743.0
91,washington dc,4f241d99448c95f40510936858f72f131be24103,38.866113,-76.94306999999998,New China Carryout,3.8,restaurant,20743.0
92,washington dc,1d4eb11e425e7cd2396f573e6c8d25ef572dda3a,38.8930988,-76.9423343,Mike's Market & Restaurant,4.0,restaurant,20019.0
93,washington dc,2c7bdd47dcb81527251f8ed3029c2007b2200d68,38.901888,-76.9416238,Wendy's,2.8,restaurant,20019.0
94,washington dc,613523b7f0b8fc8e0b3f9396d40262b7d56b6b21,38.9012074,-76.94159429999998,McDonald's,3.2,restaurant,20019.0
95,washington dc,42cdaba46aa73a88cc121a8086835c69fd33ce04,38.8972497,-76.9473437,Eclectic Cafe,2.8,restaurant,20019.0
96,washington dc,ecdf483e17e6636f309be88a318687cf5f393d01,38.936276,-76.946822,McDonald's,3.7,restaurant,20722.0
97,washington dc,e9179db2a76271747a3f0bb9726394752705110b,38.937232,-76.944801,Ernie's Original Crab House,4.7,restaurant,20722.0
98,washington dc,1ed1fac5baba34bbcb968f91650dda75bef33513,38.9360678,-76.9474196,KFC,3.1,restaurant,20722.0
99,washington dc,719a2371f6d34f66406609ab7d35d1831e7ece8b,38.9360591,-76.947408,Taco Bell,2.8,restaurant,20722.0
100,washington dc,3d06227860eaefb24fa8893421aca7aef21d9659,38.937548,-76.944453,Morazan Restaurant,2.9,restaurant,20722.0
101,washington dc,ab00213d96d0c549fc73c7679dff7f718cc5545f,38.9375872,-76.9456265,pollo a la brasa morazan restaurant,3.7,restaurant,20722.0
102,washington dc,1451b96cca80d15993a29781dc79a1d1c50b8ac3,38.9522129,-76.9408204,Chez Dior,4.7,restaurant,20781.0
103,washington dc,467f51e32912044a73882a1f391712ea90926502,38.9485352,-76.94383570000002,Pizzeria Paradiso,4.6,restaurant,20781.0
104,washington dc,17d9ac8d199135693dd2ab2f983f7ca4b34f8ed0,38.9562385,-76.94013120000002,SUBWAYå¨Restaurants,4.5,restaurant,20781.0
105,washington dc,7193eaecdbe64986727d23b2e7d24d46d11cd033,38.9832165,-76.94368709999998,University of Maryland South Campus Dining Hall,3.3,restaurant,20740.0
106,washington dc,9ca14f15ddd95200a50aff85e8a8ba65534b5a98,38.8651256,-76.9514067,Danny's Sub Shop & Chinese Food,3.2,restaurant,20020.0
107,washington dc,9fa2cbbb2f9b84274b9979e7ec8f4f660faf988b,38.8945475,-76.95001740000002,SUBWAYå¨Restaurants,2.2,restaurant,20019.0
108,washington dc,4b0ae46e2b95bcd5978e2b04cc3ff9e691c6f29f,38.893414,-76.94987900000002,McDonald's,3.1,restaurant,20019.0
109,washington dc,05f86d86fb0a83c883203f0ed652fbece765d43c,38.8960682,-76.9476158,Sharks Fish & Chicken,4.5,restaurant,20019.0
110,washington dc,8c704308e2bc1d9b571b246440306343737427ec,38.89587589999999,-76.94897259999998,Sala Thai Restaurant,4.1,restaurant,20019.0
111,washington dc,0bdd7ac181951417982a136c9b4d5bfc69c40584,38.8959036,-76.94888590000002,Popeyes Louisiana Kitchen,3.5,restaurant,20019.0
112,washington dc,367abee95c15a8da84ae9c22362e9fa5ad3830d1,38.8970138,-76.94773520000003,Deanwood CafÌ©,,restaurant,20019.0
113,washington dc,37bea7509c9a1a55c2ebb26aef278f7e107a9e6e,38.894855,-76.9491174,Yum's Carryout,3.1,restaurant,20019.0
114,washington dc,d9d67b17b296612554bcf943e33ce562187a46e8,38.892942,-76.94926140000003,"chef julian's Food Service Group, LLC",5.0,restaurant,20019.0
115,washington dc,f968973c841639a2cf1ca643eb1350301bc3f758,38.8930549,-76.95042609999999,Minnesota Seafood,4.2,restaurant,20019.0
116,washington dc,62cbcbd5255aa6944918f934e63b33938b3e109b,38.8954565,-76.9486342,Yellow House,3.5,restaurant,20019.0
117,washington dc,23bb8d7fb9fe5f4403af0ba978720d4bfc21b90b,38.8961425,-76.9474946,New Garden Carry-Out,4.0,restaurant,20019.0
118,washington dc,7135f47de4ac30423a422a807a07844d2cb2e177,38.89113,-76.95246,Potomac Seafood Grilled Market,3.7,restaurant,20019.0
119,washington dc,b687dc4d4f1f116755fc1d60919843293a71924f,38.9203255,-76.95037020000002,Costco Food Court,3.8,restaurant,20018.0
120,washington dc,d498937f7694dde9a183de4d3d23327a9eeb65a0,38.920453,-76.9527181,Panda Express,4.2,restaurant,20018.0
121,washington dc,c4cdcf94824f38529fd9231055899f7e6787305a,38.9206001,-76.9526685,Jersey Mike's Subs,,restaurant,20018.0
122,washington dc,43b81154e1498fe6b7811475d82608f5d34a0914,38.9340848,-76.9518813,IHOP,3.4,restaurant,20722.0
123,washington dc,abd71e81be1bdc1869a921d1c3109acb2f83454a,38.9342695,-76.9507342,SUBWAYå¨Restaurants,2.4,restaurant,20722.0
124,washington dc,a6f34f3931851cd30ece8e2bf2f5329b98a6d06b,38.9354722,-76.9483341,Burger King,3.8,restaurant,20722.0
125,washington dc,2689b2f5b0e322a7c6820800c9182025304ce5b7,38.9342521,-76.95080440000002,China Express,3.8,restaurant,20722.0
126,washington dc,ae9051a18e1c1b3e58da9b7ff4edb6c55a9a7054,38.9342238,-76.95085870000003,America's Best Wings,3.5,restaurant,20722.0
127,washington dc,bc4dc5b94f01faeb80936835122d49053f627564,38.931483,-76.950333,COLMAR MANOR Community Ctr,,restaurant,20722.0
128,washington dc,09cd3a83a63abbb9a29ce530b51a79c28799b88f,38.9342588,-76.9508594,American Wing,,restaurant,20722.0
129,washington dc,2de6025f2280405a76ac3ee44c49b39485858c89,38.936298,-76.949616,Maricenterchildrenmaternal,,restaurant,20722.0
130,washington dc,462f55114c498c478e4bd17be8648390a0dd96ee,38.94099129999999,-76.95334059999998,Ribs N Things,4.1,restaurant,20722.0
131,washington dc,df85db0c92d5ed4934ea6dd40cfa8c29a018375b,38.9413949,-76.95297790000002,Lasmargaritasmexicanrestaurant,,restaurant,20722.0
132,washington dc,adde52f25501d9f4bd6d16df68b6106071476f77,38.941402,-76.9529868,Margaritas Mexican Restaurant,3.8,restaurant,20722.0
133,washington dc,8dab8bf666f4bee60050bfbe767f25f5ea06df99,38.9599612,-76.9499125,Golden China Restaurant,3.1,restaurant,20782.0
134,washington dc,1d2e91157e5e53abc9fc644ae85d075d0f20bb77,38.968468,-76.952048,Carolina Kitchen Bar & Grill,4.0,restaurant,20782.0
135,washington dc,1403e14667fb1aa8e7349cd103b1f83af9cf8e50,38.9675591,-76.95244790000002,QDOBA Mexican Eats,4.1,restaurant,20782.0
136,washington dc,6957ae1566d4b9a2e158fbf54ad29e469166828d,38.967633,-76.951949,Five Guys,4.3,restaurant,20782.0
137,washington dc,e2a7ea5b0aa3b6ee0ee9466a87f77d48adcddd04,38.9655731,-76.95353670000002,La Chiquita Restaurant IV,3.7,restaurant,20782.0
138,washington dc,605e6c5384afab773c1e557a67ababa798e28432,38.9655954,-76.9534587,Golden House Restaurant,3.4,restaurant,20782.0
139,washington dc,c3a1141d351d349792fb56a3646d4a50186b6dcf,38.967692,-76.95238,Sushiredo & Teriyaki,4.8,restaurant,20782.0
140,washington dc,da2fcf8098c20a06d1cb3c4bb639d1152f42a87d,38.967769,-76.951362,Metro II Cafeteria,,restaurant,20782.0
141,washington dc,8e655d9a4be0d76796e47bf28fe9ddcfff82a1ec,38.9669725,-76.952028,Pollo Campero,3.1,restaurant,20782.0
142,washington dc,9012a96aaf443c8cd377af476756c14351fbf108,38.9656165,-76.95339440000002,Wingstop,3.5,restaurant,20782.0
143,washington dc,6cc83a84fe44eb7073ff244a7d8c5ee2e0d0a897,38.9687259,-76.9528713,Old Dominion BrewHouse,4.1,restaurant,20782.0
144,washington dc,e3f88ce8580ea229e7b204079774325989d7237e,38.9686991,-76.95199179999999,Bonchon Hyattsville,3.8,restaurant,20782.0
145,washington dc,1d1fde9509996fa2bac3467883b1dc9195e56053,38.968601,-76.952106,TropQ Creamery and Cafe,4.9,restaurant,20782.0
146,washington dc,120592b46acedd6d1996433758ebc31039ce12b8,38.967849,-76.9536983,Good Morning Cafe Deli,,restaurant,20782.0
147,washington dc,bbaa96a551f47597f78b820d16e7e213d12dba34,38.9845619,-76.9492916,SUBWAYå¨ Restaurants,3.0,restaurant,20782.0
148,washington dc,ba3f38f8b2282e716fb7b24bf15caa88994e8681,38.8699454,-76.9601057,SUBWAYå¨Restaurants,2.3,restaurant,20020.0
149,washington dc,5e8d4dcbf8587b975d393d30977def2bf9e36d3d,38.8697565,-76.9596906,Star Pizza Restaurant-Carryout,4.3,restaurant,20020.0
150,washington dc,fff2d16773c1c2d912aa036ef54e72bb00f917aa,38.9301273,-76.9589331,Popeyes Louisiana Kitchen,4.0,restaurant,20018.0
151,washington dc,e34c6e3322a61a8ee59130ce64cb03858f50d5d8,38.9385892,-76.9606656,Sweet & Natural,4.6,restaurant,20712.0
152,washington dc,f26738ef2c6cdf2085de910906fc214f37819680,38.9367698,-76.9606207,Bird Kitchen + Cocktails,4.3,restaurant,20712.0
153,washington dc,56d4fe3c73361a110455ac6daf71950bcd98e177,38.938193,-76.956379,Naija Fish Place,3.8,restaurant,20722.0
154,washington dc,8508ae9183d91a1f660e5f70e6990ca2194affb4,38.9380446,-76.9608638,Francis Restaurant & Carry Out,5.0,restaurant,20712.0
155,washington dc,804e55038e258063b5aa8f740baa262a0a17ce7c,38.9527331,-76.9545615,Sammy's Carry Out,4.6,restaurant,20781.0
156,washington dc,f8c8a0bc55ff91f3f9c3b3823c94c1417c1322ab,38.9509284,-76.95700579999998,Cuisine Beauties LLC,,restaurant,20782.0
157,washington dc,be2c043b2a6fd22a8ada5412c39b0750b3522e20,38.9680424,-76.9578177,Subway,3.8,restaurant,20782.0
158,washington dc,262da5412ed8a671e165e4782b42a5dd3ce37f51,38.967252,-76.95853199999998,Olive Garden Italian Restaurant,3.8,restaurant,20782.0
159,washington dc,973dcd5d3b70b1c534f03aeb2c845ff8bc9e44eb,38.9686274,-76.9575033,Sbarro,4.0,restaurant,20782.0
160,washington dc,48133a934192185031b0d0179eb28876263a62ee,38.966483,-76.957986,Jerry's Subs & Pizza,4.1,restaurant,20782.0
161,washington dc,6007f9e5a9d0b4c647eda1f52d857d6a8ed64cc6,38.9672223,-76.95701559999998,Outback Steakhouse,3.5,restaurant,20782.0
162,washington dc,04b4301fcb7a83db9484b759933c1b7f8c0a5e27,38.967919,-76.957249,Popeyes Louisiana Kitchen,4.9,restaurant,20782.0
163,washington dc,94dd435a4d936c49002e287bd537a4bee9d7e6ad,38.9680037,-76.9573946,California Grill,,restaurant,20782.0
164,washington dc,76d03d3fb32f8265882e1e98fbc832c01f94552e,38.9681083,-76.9575168,McDonald's,3.8,restaurant,20782.0
165,washington dc,2406b89729779e243169d87cd14814a4d5f2e406,38.9679616,-76.9577735,Sarku Japan,2.3,restaurant,20782.0
166,washington dc,782a12069664e420d3bb97ed23cb0761537712ae,38.9681308,-76.95880109999997,Golden Krust Caribben Bakery & Grill,2.5,restaurant,20782.0
167,washington dc,c318f14634b3a0fdc047d90cdcb28805195c8686,38.9677968,-76.95762049999998,Janjer Enterprises,,restaurant,20782.0
168,washington dc,d143c1e77e55da5ec9b01404ffd3c1fb7b7c33f4,38.9686274,-76.9575032,Mandarin Express,3.5,restaurant,20782.0
169,washington dc,1b63265fbae5d02f79da7b47bfdfe0038e131fd2,38.9686274,-76.9575032,Manchu Wok,,restaurant,20782.0
170,washington dc,cdf50ddd1199847308edf0416dd40ad24b3f2cde,38.9685563,-76.9574931,Kingston Arbor,4.2,restaurant,20782.0
171,washington dc,76180f28dcfcef4660890effcfecfbb3df251d15,38.96767020000001,-76.9575395,Ruby Thai Kitchen,1.0,restaurant,20782.0
172,washington dc,cf06fbe31e967663bf937df4b62e9344dd704b39,38.968665,-76.955069,Pizza Hut Express,5.0,restaurant,20782.0
173,washington dc,0319b87061ca23fd404327ec9e7e5f35f0f74564,38.9678365,-76.9576673,A and D Buffalo's,4.0,restaurant,20782.0
174,washington dc,22c40249f0936e1aeca7002db588602100951a30,38.968123,-76.9574489,Bourban Street Grill,,restaurant,20782.0
175,washington dc,69d37e94fa7601caffb85de7b421c59122bfbfd1,38.96850300000001,-76.9573719,Kingston Restaurant,,restaurant,20782.0
176,washington dc,dde078d4debb63100f07a871c176ecf6cf2b0ef7,38.9861135,-76.9550223,The Common,3.6,restaurant,20742.0
177,washington dc,3aeb4b994b4bfa3fa96126a5386a9b69ec30af28,38.860115500000006,-76.9652888,SUBWAYå¨ Restaurants,3.0,restaurant,20020.0
178,washington dc,10a0a2b0ded38c42dc3a352c5b11b7c910486365,38.8601302,-76.9652322,America's Best Wings,4.1,restaurant,20020.0
179,washington dc,5fd282a7126d5dbeeaa7f0b5fa6288c27a6b23f9,38.8712922,-76.96752159999998,Turning Natural DC 14th & H Street NE Washington D.C.,,restaurant,20020.0
180,washington dc,5435bc2e897abe53ef324c29b3744b9450e3d698,38.8762126,-76.96581409999997,Moruss Seafood & Crab House,3.9,restaurant,20019.0
181,washington dc,703d78d2a2d6ff23e2d13962eaf215aa6c4debe8,38.927651,-76.962688,Fish & Chicken House,4.8,restaurant,20018.0
182,washington dc,da81cf9df9385f3cca0a5fcda6132d0df859a85e,38.9354641,-76.96229840000002,Aladdin Sizzler,4.2,restaurant,20712.0
183,washington dc,4358e5e46dea7ff8452a033767f2f19db33ed414,38.9347618,-76.96387390000002,Chen Sunny's Carry Out,4.1,restaurant,20018.0
184,washington dc,7284ecc395dc29b4b845884e97f7113afd7a6486,38.9355348,-76.96207690000001,Mediterranean Cafe,4.2,restaurant,20712.0
185,washington dc,0153d9904d0e63bd0b4698e94791c2f3ac2f7dad,38.9354402,-76.96249209999998,Potomac Fish House,4.3,restaurant,20712.0
186,washington dc,e11e4886caf4da8213baf7d2eda1526a06405718,38.938355,-76.960971,ZZ Pizza & Kabob,4.1,restaurant,20712.0
187,washington dc,37cbbfaaa222b56dd1e673b0710851288eb16332,38.9508011,-76.9665339,Joe's Restaurant,4.2,restaurant,20712.0
188,washington dc,5f5f21ac5e2534bab9409a821fd2087239d72780,38.956317,-76.96328620000001,Acapulco Spirit Restaurant,3.8,restaurant,20782.0
189,washington dc,9459f25bf2899890f60b3a1cd7704c234d9fd5b9,38.95186629999999,-76.9662846,Little Caesars Pizza,3.7,restaurant,20712.0
190,washington dc,1fe3a06b99c6ad657296dfe561d1ff9fe83eec91,38.9558939,-76.9658513,KFC,3.3,restaurant,20782.0
191,washington dc,2136e7db62e6c91996d57a3013a5c4f485498097,38.9555337,-76.9651535,Lee's,3.0,restaurant,20782.0
192,washington dc,20d96e2d4c4c2ba3d69eb21fcc213b689eafb1d1,38.956223,-76.96453699999998,Trinity Grill & Bar,4.5,restaurant,20782.0
193,washington dc,74bcd1b956178488ebf5841b09d7da47bd457f91,38.9550752,-76.96550529999998,Kitchen Near You,3.3,restaurant,20782.0
